id|entrez_gene_id|hugo_symbol
14349|79632|FAM184A
14350|79633|FAT4
14351|79634|SCRN3
14352|79635|CCDC121
14353|79637|ARMC7
14354|79639|TMEM53
14355|79640|C22orf46P
14356|79641|ROGDI
14357|79642|ARSJ
14358|79643|CHMP6
14359|79644|SRD5A3
14360|79645|CLXN
14361|79646|PANK3
14362|79647|AKIRIN1
14363|79648|MCPH1
14364|79649|MAP7D3
14365|79650|USB1
14366|79651|RHBDF2
14367|79652|TMEM204
14368|79654|HECTD3
14369|79656|BEND5
14370|79657|RPAP3
14371|79658|ARHGAP10
14372|79659|DYNC2H1
14373|79660|PPP1R3B
14374|79661|NEIL1
14375|79663|HSPBAP1
14376|79664|ICE2
14377|79665|DHX40
14378|79666|PLEKHF2
14379|79667|KLF3-AS1
14380|79668|PARP8
14381|79669|C3orf52
14382|79670|TUT7
14383|79671|NLRX1
14384|79672|FN3KRP
14385|79673|ZNF329
14386|79674|VEPH1
14387|79675|FASTKD1
14388|79676|OGFOD2
14389|79677|SMC6
14390|79679|VTCN1
14391|79680|RTL10
14392|79682|CENPU
14393|79683|ZDHHC14
14394|79684|MSANTD2
14395|79685|SAP30L
14396|79689|STEAP4
14397|79690|GAL3ST4
14398|79691|QTRT2
14399|79692|ZNF322
14400|79693|YRDC
14401|79694|MANEA
14402|79695|GALNT12
14403|79696|ZC2HC1C
14404|79697|RIOX1
14405|79698|ZMAT4
14406|79699|ZYG11B
14407|79701|OGFOD3
14408|79703|C11orf80
14409|79705|LRRK1
14410|79706|PRKRIP1
14411|79707|NOL9
14412|79709|COLGALT1
14413|79710|MORC4
14414|79711|IPO4
14415|79712|GTDC1
14416|79713|IGFLR1
14417|79714|CCDC51
14418|79716|NPEPL1
14419|79717|PPCS
14420|79718|TBL1XR1
14421|79719|AAGAB
14422|79720|VPS37B
14423|79722|ANKRD55
14424|79723|SUV39H2
14425|79724|ZNF768
14426|79725|THAP9
14427|79726|WDR59
14428|79727|LIN28A
14429|79728|PALB2
14430|79729|SH3D21
14431|79730|NSUN7
14432|79731|NARS2
14433|79733|E2F8
14434|79734|KCTD17
14435|79735|TBC1D17
14436|79736|TEFM
14437|79738|BBS10
14438|79739|TTLL7
14439|79740|ZBBX
14440|79741|CCDC7
14441|79742|DIPK2B
14442|79744|ZNF419
14443|79745|CLIP4
14444|79746|ECHDC3
14445|79747|ADGB
14446|79748|LMAN1L
14447|79750|ZNF385D
14448|79751|SLC25A22
14449|79752|ZFAND1
14450|79753|SNIP1
14451|79754|ASB13
14452|79755|ZNF750
14453|79758|DHRS12
14454|79759|ZNF668
14455|79760|GEMIN7
14456|79762|C1orf115
14457|79763|ISOC2
14458|79767|ELMO3
14459|79768|KATNBL1
14460|79770|TXNDC15
14461|79772|MCTP1
14462|79774|GRTP1
14463|79776|ZFHX4
14464|79777|ACBD4
14465|79778|MICALL2
14466|79780|CCDC82
14467|79781|IQCA1
14468|79782|LRRC31
14469|79783|SUGCT
14470|79784|MYH14
14471|79785|RERGL
14472|79786|KLHL36
14473|79788|ZNF665
14474|79789|CLMN
14475|79791|FBXO31
14476|79792|GSDMD
14477|79794|SPRING1
14478|79796|ALG9
14479|79797|ZNF408
14480|79798|ARMC5
14481|79799|UGT2A3
14482|79800|CARF
14483|79801|SHCBP1
14484|79802|HHIPL2
14485|79803|HPS6
14486|79804|HAND2-AS1
14487|79805|VASH2
14488|79807|GSTCD
14489|79809|TTC21B
14490|79810|PTCD2
14491|79811|SLTM
14492|79812|MMRN2
14493|79813|EHMT1
14494|79814|AGMAT
14495|79815|NIPAL2
14496|79816|TLE6
14497|79817|MOB3B
14498|79818|ZNF552
14499|79819|DNAI4
14500|79820|CATSPERB
14501|79822|ARHGAP28
14502|79823|CAMKMT
14503|79825|EFCC1
14504|79827|CLMP
14505|79828|METTL8
14506|79829|NAA40
14507|79830|ZMYM1
14508|79831|KDM8
14509|79832|QSER1
14510|79833|GEMIN6
14511|79834|PEAK1
14512|79836|LONRF3
14513|79837|PIP4K2C
14514|79838|TMC5
14515|79839|CCDC102B
14516|79840|NHEJ1
14517|79841|AGBL2
14518|79842|ZBTB3
14519|79843|FAM124B
14520|79844|ZDHHC11
14521|79845|RNF122
14522|79846|CFAP69
14523|79847|MFSD13A
14524|79848|CSPP1
14525|79849|NHERF4
14526|79850|TLCD3A
14527|79852|EPHX3
14528|79853|TM4SF20
14529|79854|LINC00115
14530|79856|SNX22
14531|79858|NEK11
14532|79861|TUBAL3
14533|79862|ZNF669
14534|79863|RBFA
14535|79864|JHY
14536|79865|TREML2
14537|79866|BORA
14538|79867|TCTN2
14539|79868|ALG13
14540|79869|CPSF7
14541|79870|BAALC
14542|79871|RPAP2
14543|79872|CBLL1
14544|79873|NUDT18
14545|79874|RABEP2
14546|79875|THSD4
14547|79876|UBA5
14548|79877|DCAKD
14549|79879|CCDC134
14550|79882|ZC3H14
14551|79883|PODNL1
14552|79884|MAP9
14553|79885|HDAC11
14554|79886|CAAP1
14555|79887|PLBD1
14556|79888|LPCAT1
14557|79890|RIN3
14558|79891|ZNF671
14559|79892|MCMBP
14560|79893|GGNBP2
14561|79894|ZNF672
14562|79895|ATP8B4
14563|79896|THNSL1
14564|79897|RPP21
14565|79898|ZNF613
14566|79899|PRR5L
14567|79901|CYBRD1
14568|79902|NUP85
14569|79903|NAA60
14570|79905|TMC7
14571|79906|MORN1
14572|79908|BTNL8
14573|79912|PYROXD1
14574|79913|ACTR5
14575|79915|ATAD5
14576|79917|MAGIX
14577|79918|SETD6
14578|79919|MAB21L4
14579|79921|TCEAL4
14580|79922|MRM1
14581|79923|NANOG
14582|79924|ADM2
14583|79925|SPEF2
14584|79927|FAM110D
14585|79929|MAP6D1
14586|79930|DOK3
14587|79931|TNIP3
14588|79932|KIAA0319L
14589|79933|SYNPO2L
14590|79934|COQ8B
14591|79935|CCNP
14592|79937|CNTNAP3
14593|79939|SLC35E1
14594|79940|LINC00472
14595|79943|ZNF696
14596|79944|L2HGDH
14597|79946|C10orf95
14598|79947|DHDDS
14599|79948|PLPPR3
14600|79949|PLEKHS1
14601|79953|SYNDIG1
14602|79954|NOL10
14603|79955|PDZD7
14604|79956|ERMP1
14605|79957|PAQR6
14606|79958|DENND1C
14607|79959|CEP76
14608|79960|JADE1
14609|79961|DENND2D
14610|79962|DNAJC22
14611|79963|ABCA11P
14612|79966|SCD5
14613|79968|WDR76
14614|79969|ATAT1
14615|79970|ZNF767P
14616|79971|WLS
14617|79973|ZNF442
14618|79974|CPED1
14619|79977|GRHL2
14620|79979|TRMT2B
14621|79980|DSN1
14622|79981|FRMD1
14623|79982|DNAJB14
14624|79983|POF1B
14625|79986|ZNF702P
14626|79987|SVEP1
14627|79989|IFT56
14628|79990|PLEKHH3
14629|79991|STN1
14630|79992|AGPAT4-IT1
14631|79993|ELOVL7
14632|79998|ANKRD53
14633|79999|GRAPL-AS1
14634|80000|GREB1L
14635|80003|PCNX2
14636|80004|ESRP2
14637|80005|DOCK5
14638|80006|TRAPPC13
14639|80007|C10orf88
14640|80008|TMEM156
14641|80010|RMI1
14642|80011|PSME3IP1
14643|80012|PHC3
14644|80013|MINDY3
14645|80014|WWC2
14646|80017|DGLUCY
14647|80018|NAA25
14648|80019|UBTD1
14649|80020|FOXRED2
14650|80021|TMEM62
14651|80022|MYO15B
14652|80023|NRSN2
14653|80024|SLC8B1
14654|80025|PANK2
14655|80028|FBXL18
14656|80031|SEMA6D
14657|80032|ZNF556
14658|80034|CSRNP3
14659|80035|ANP32A-IT1
14660|80036|TRPM3
14661|80039|FAM106A
14662|80045|GPR157
14663|80052|RPS2P45
14664|80054|CEBPA-DT
14665|80055|PGAP1
14666|80059|LRRTM4
14667|80060|GNL3LP1
14668|80063|ATF7IP2
14669|80067|DCAF17
14670|80069|LINC00574
14671|80070|ADAMTS20
14672|80071|CCDC15
14673|80072|HEXA-AS1
14674|80078|LCAL1
14675|80086|TUBA4B
14676|80094|BIN3-IT1
14677|80095|ZNF606
14678|80097|MZT2B
14679|80099|PKD1L1-AS1
14680|80108|ZFP2
14681|80110|ZNF614
14682|80111|C3orf36
14683|80114|BICC1
14684|80115|BAIAP2L2
14685|80117|ARL14
14686|80119|PIF1
14687|80122|MAP3K19
14688|80124|VCPIP1
14689|80125|CCDC33
14690|80127|BBOF1
14691|80128|TRIM46
14692|80129|CCDC170
14693|80131|LRRC8E
14694|80133|MROH9
14695|80135|RPF1
14696|80139|ZNF703
14697|80142|PTGES2
14698|80143|SIKE1
14699|80144|FRAS1
14700|80145|THOC7
14701|80146|UXS1
14702|80148|SLC66A2
14703|80149|ZC3H12A
14704|80150|ASRGL1
14705|80152|CENPT
14706|80153|EDC3
14707|80154|GOLGA2P10
14708|80155|NAA15
14709|80157|CWH43
14710|80161|ASMTL-AS1
14711|80162|PGGHG
14712|80164|PRR36
14713|80167|ABHD18
14714|80168|MOGAT2
14715|80169|CTC1
14716|80173|IFT74
14717|80174|DBF4B
14718|80176|SPSB1
14719|80177|MYCT1
14720|80178|TEDC2
14721|80179|MYO19
14722|80183|RUBCNL
14723|80184|CEP290
14724|80185|TTI2
14725|80194|TMEM134
14726|80195|TMEM254
14727|80196|RNF34
14728|80198|MUS81
14729|80199|FUZ
14730|80201|HKDC1
14731|80204|FBXO11
14732|80205|CHD9
14733|80206|FHOD3
14734|80207|OPA3
14735|80208|SPG11
14736|80209|PROSER1
14737|80210|ARMC9
14738|80212|CCDC92
14739|80213|TM2D3
14740|80215|RUNX1-IT1
14741|80216|ALPK1
14742|80217|CFAP43
14743|80218|NAA50
14744|80219|COQ10B
14745|80221|ACSF2
14746|80222|TARS2
14747|80223|RAB11FIP1
14748|80224|NUBPL
14749|80227|PAAF1
14750|80228|ORAI2
14751|80230|RUFY1
14752|80231|TASL
14753|80232|WDR26
14754|80233|FAAP100
14755|80235|PIGZ
14756|80237|ELL3
14757|80243|PREX2
14758|80254|CEP63
14759|80255|SLC35F5
14760|80256|ATOSB
14761|80258|EFHC2
14762|80262|PHAF1
14763|80263|TRIM45
14764|80264|ZNF430
14765|80267|EDEM3
14766|80270|HSD3B7
14767|80271|ITPKC
14768|80273|GRPEL1
14769|80274|SCUBE1
14770|80279|CDK5RAP3
14771|80298|MTERF2
14772|80301|PLEKHO2
14773|80303|EFHD1
14774|80304|WDCP
14775|80305|TRABD
14776|80306|MED28
14777|80307|FER1L4
14778|80308|FLAD1
14779|80309|SPHKAP
14780|80310|PDGFD
14781|80311|KLHL15
14782|80312|TET1
14783|80313|LRRC27
14784|80314|EPC1
14785|80315|CPEB4
14786|80316|PPP1R2C
14787|80317|ZKSCAN3
14788|80318|GKAP1
14789|80319|CXXC4
14790|80320|SP6
14791|80321|CEP70
14792|80323|CCDC68
14793|80324|PUS1
14794|80325|ABTB1
14795|80326|WNT10A
14796|80327|MAPRE1P1
14797|80328|ULBP2
14798|80329|ULBP1
14799|80331|DNAJC5
14800|80332|ADAM33
14801|80333|KCNIP4
14802|80335|WDR82
14803|80336|PABPC1L
14804|80339|PNPLA3
14805|80341|BPIFB2
14806|80342|TRAF3IP3
14807|80343|SEL1L2
14808|80344|DCAF11
14809|80345|ZSCAN16
14810|80346|REEP4
14811|80347|COASY
14812|80349|SKIC8
14813|80350|LPAL2
14814|80351|TNKS2
14815|80352|RNF39
14816|80380|PDCD1LG2
14817|80381|CD276
14818|80700|UBXN6
14819|80701|AKR1D1P1
14820|80704|SLC19A3
14821|80705|TSGA10
14822|80709|AKNA
14823|80712|ESX1
14824|80713|MTIF2P1
14825|80714|PBX4
14826|80723|SLC35G2
14827|80724|ACAD10
14828|80725|SRCIN1
14829|80726|IQCN
14830|80727|TTYH3
14831|80728|ARHGAP39
14832|80731|THSD7B
14833|80736|SLC44A4
14834|80737|VWA7
14835|80739|MPIG6B
14836|80740|LY6G6C
14837|80741|LY6G5C
14838|80742|PRR3
14839|80745|THUMPD2
14840|80746|TSEN2
14841|80755|AARSD1
14842|80757|TMEM121
14843|80758|PRR7
14844|80759|KHDC1
14845|80760|ITIH5
14846|80762|NDFIP1
14847|80763|SPX
14848|80764|THAP7
14849|80765|STARD5
14850|80772|CPTP
14851|80774|LIMD2
14852|80775|TMEM177
14853|80776|B9D2
14854|80777|CYB5B
14855|80778|ZNF34
14856|80781|COL18A1
14857|80789|INTS5
14858|80790|CMIP
14859|80816|ASXL3
14860|80817|CEP44
14861|80818|ZNF436
14862|80820|EEPD1
14863|80821|DDHD1
14864|80823|GPRASP3
14865|80824|DUSP16
14866|80829|ZFP91
14867|80830|APOL6
14868|80831|APOL5
14869|80832|APOL4
14870|80833|APOL3
14871|80834|TAS1R2
14872|80835|TAS1R1
14873|80851|SH3BP5L
14874|80852|GRIP2
14875|80853|KDM7A
14876|80854|SETD7
14877|80856|LNPK
14878|80862|POLR1HASP
14879|80863|PRRT1
14880|80864|EGFL8
14881|80868|HCG4B
14882|80895|ILKAP
14883|80896|NPL
14884|80975|TMPRSS5
14885|81025|GJA9
14886|81027|TUBB1
14887|81029|WNT5B
14888|81030|ZBP1
14889|81031|SLC2A10
14890|81033|KCNH6
14891|81034|SLC25A32
14892|81035|COLEC12
14893|81037|CLPTM1L
14894|81047|OR5BJ1P
14895|81050|OR5AC2
14896|81061|OR11H1
14897|81075|OR5BH1P
14898|81076|OR5AW1P
14899|81077|OR4W1P
14900|81078|OR4K12P
14901|81079|OR4K11P
14902|81081|OR7A18P
14903|81090|OR1AB1P
14904|81099|OR4F17
14905|81104|OR4Q1P
14906|81109|OR11K1P
14907|81110|OR11J2P
14908|81111|OR11J1P
14909|81113|OR11H3P
14910|81114|OR7K1P
14911|81115|OR7E106P
14912|81116|OR7E105P
14913|81126|OR4K16P
14914|81127|OR4K15
14915|81136|OR7E111P
14916|81137|OR7E104P
14917|81138|OR7E101P
14918|81140|OR9R1P
14919|81153|OR9M1P
14920|81155|OR9I3P
14921|81156|OR9I2P
14922|81159|OR9G3P
14923|81160|OR9G2P
14924|81162|OR8R1P
14925|81163|OR8Q1P
14926|81164|OR8L1P
14927|81166|OR8K4P
14928|81168|OR8J3
14929|81169|OR8J2
14930|81175|OR7E128P
14931|81176|OR7E126P
14932|81182|OR5W1P
14933|81185|OR5P4P
14934|81187|OR5M13P
14935|81188|OR5M12P
14936|81191|OR5G5P
14937|81192|OR5G4P
14938|81193|OR5G3
14939|81194|OR5F2P
14940|81196|OR5D17P
14941|81198|OR5D15P
14942|81201|OR5BR1P
14943|81202|OR5BQ1P
14944|81203|OR5BP1P
14945|81204|OR5BN1P
14946|81205|OR5BL1P
14947|81207|OR5BE1P
14948|81208|OR5BC1P
14949|81209|OR5BB1P
14950|81210|OR5BA1P
14951|81211|OR5B19P
14952|81215|OR5B15P
14953|81221|OR5AQ1P
14954|81223|OR5AP1P
14955|81224|OR5AN2P
14956|81226|OR5AM1P
14957|81228|OR5AK3P
14958|81230|OR5AK1P
14959|81236|OR56A7P
14960|81240|OR52Y1P
14961|81242|OR52V1P
14962|81243|OR52U1P
14963|81244|OR52T1P
14964|81246|OR52Q1P
14965|81248|OR52P1
14966|81251|OR52N3P
14967|81261|OR52H2P
14968|81264|OR52E7P
14969|81270|OR52B5P
14970|81274|OR52B1P
14971|81278|OR51K1P
14972|81282|OR51G2
14973|81285|OR51E2
14974|81295|OR51A10P
14975|81298|OR4R3P
14976|81299|OR4R2P
14977|81300|OR4P4
14978|81304|OR4D7P
14979|81309|OR4C15
14980|81310|OR4C14P
14981|81315|OR4A8
14982|81316|OR4A7P
14983|81318|OR4A5
14984|81320|OR4A3P
14985|81322|OR4A21P
14986|81324|OR4A19P
14987|81325|OR4A18P
14988|81327|OR4A16
14989|81328|OR4A15
14990|81329|OR4A14P
14991|81330|OR4A13P
14992|81331|OR4A12P
14993|81336|OR2AH1P
14994|81340|OR10Y1P
14995|81341|OR10W1
14996|81342|OR10V3P
14997|81343|OR10V2P
14998|81345|OR10Q2P
14999|81352|OR7M1P
15000|81353|OR7E115P
15001|81354|OR7E110P
15002|81356|OR6L2P
15003|81358|OR7E116P
15004|81363|OR7E108P
15005|81366|OR2AM1P
15006|81377|OR13C7
15007|81382|OR9P1P
15008|81383|OR9N1P
15009|81390|OR4F7P
15010|81392|OR2AE1
15011|81399|OR4F16
15012|81406|OR2W6P
15013|81407|OR2W4P
15014|81419|OR7E99P
15015|81421|OR5M14P
15016|81428|OR7E122P
15017|81430|OR7E100P
15018|81431|OR5AC1
15019|81438|OR4G6P
15020|81439|OR9H1P
15021|81440|OR6R1P
15022|81442|OR6N2
15023|81448|OR6K2
15024|81449|OR6K1P
15025|81458|OR2T7
15026|81462|OR2L9P
15027|81465|OR2L6P
15028|81466|OR2L5
15029|81469|OR2G3
15030|81470|OR2G2
15031|81472|OR2C3
15032|81473|OR2AS1P
15033|81474|OR2AQ1P
15034|81479|OR11I1P
15035|81486|OR10AE1P
15036|81487|OR10AA1P
15037|81488|POLR2M
15038|81490|PTDSS2
15039|81491|GPR63
15040|81492|RSPH6A
15041|81493|SYNC
15042|81494|CFHR5
15043|81501|DCSTAMP
15044|81502|HM13
15045|81532|MOB2
15046|81533|ITFG1
15047|81537|SGPP1
15048|81539|SLC38A1
15049|81542|TMX1
15050|81543|LRRC3
15051|81544|GDPD5
15052|81545|FBXO38
15053|81550|TDRD3
15054|81551|STMN4
15055|81552|VOPP1
15056|81553|CYRIA
15057|81554|RCC1L
15058|81555|YIPF5
15059|81556|INTS14
15060|81557|MAGED4B
15061|81558|FAM117A
15062|81559|TRIM11
15063|81562|LMAN2L
15064|81563|C1orf21
15065|81565|NDEL1
15066|81566|CSRNP2
15067|81567|TXNDC5
15068|81569|ACTL8
15069|81570|CLPB
15070|81571|MIR600HG
15071|81572|PDRG1
15072|81573|ANKRD13C
15073|81575|APOLD1
15074|81576|YJU2B
15075|81577|GFOD2
15076|81578|COL21A1
15077|81579|PLA2G12A
15078|81602|CDADC1
15079|81603|TRIM8
15080|81605|URM1
15081|81606|LBH
15082|81607|NECTIN4
15083|81608|FIP1L1
15084|81609|SNX27
15085|81610|FAM83D
15086|81611|ANP32E
15087|81614|NIPA2
15088|81615|TMEM163
15089|81616|ACSBG2
15090|81617|CAB39L
15091|81618|ITM2C
15092|81619|TSPAN14
15093|81620|CDT1
15094|81621|KAZALD1
15095|81622|UNC93B1
15096|81623|DEFB126
15097|81624|DIAPH3
15098|81626|SHCBP1L
15099|81627|TRMT1L
15100|81628|TSC22D4
15101|81629|TSSK3
15102|81631|MAP1LC3B
15103|81669|CCNL2
15104|81671|VMP1
15105|81688|C6orf62
15106|81689|ISCA1
15107|81691|REXO5
15108|81693|AMN
15109|81694|OR2W2P
15110|81695|OR2B7P
15111|81696|OR5V1
15112|81697|OR2B2
15113|81698|LINC00597
15114|81704|DOCK8
15115|81706|PPP1R14C
15116|81786|TRIM7
15117|81788|NUAK2
15118|81789|TIGD6
15119|81790|RNF170
15120|81792|ADAMTS12
15121|81793|TLR10
15122|81794|ADAMTS10
15123|81796|SLCO5A1
15124|81797|OR12D3
15125|81831|NETO2
15126|81832|NETO1
15127|81833|SPACA1
15128|81839|VANGL1
15129|81844|TRIM56
15130|81846|SBF2
15131|81847|RNF146
15132|81848|SPRY4
15133|81849|ST6GALNAC5
15134|81850|KRTAP1-3
15135|81851|KRTAP1-1
15136|81853|TMEM14B
15137|81854|ZNF205-AS1
15138|81855|SFXN3
15139|81856|ZNF611
15140|81857|MED25
15141|81858|SHARPIN
15142|81870|KRTAP9-9
15143|81871|KRTAP4-6
15144|81872|KRTAP2-1
15145|81873|ARPC5L
15146|81875|ISG20L2
15147|81876|RAB1B
15148|81887|LAS1L
15149|81888|HYI
15150|81889|FAHD1
15151|81890|QTRT1
15152|81892|SLIRP
15153|81893|SLC7A5P1
15154|81894|SLC25A28
15155|81926|ABHD17A
15156|81928|CABLES2
15157|81929|SEH1L
15158|81930|KIF18A
15159|81931|ZNF93
15160|81932|HDHD3
15161|81993|COX17P1
15162|82500|PKP2P1
15163|83259|PCDH11Y
15164|83394|PITPNM3
15165|83401|ELOVL3
15166|83416|FCRL5
15167|83417|FCRL4
15168|83439|TCF7L1
15169|83440|ADPGK
15170|83442|SH3BGRL3
15171|83443|SF3B5
15172|83444|INO80B
15173|83445|GSG1
15174|83446|CCDC70
15175|83447|SLC25A31
15176|83448|PUS7L
15177|83449|PMFBP1
15178|83450|DRC3
15179|83451|ABHD11
15180|83452|RAB33B
15181|83460|EMC6
15182|83461|CDCA3
15183|83463|MXD3
15184|83464|APH1B
15185|83468|GLT8D2
15186|83473|KATNAL2
15187|83475|DOHH
15188|83478|ARHGAP24
15189|83479|DDX59
15190|83480|PUS3
15191|83481|EPPK1
15192|83482|SCRT1
15193|83483|PLVAP
15194|83528|CYP51A1P1
15195|83530|CYP51A1P2
15196|83538|ODAD4
15197|83539|CHST9
15198|83540|NUF2
15199|83541|FAM110A
15200|83543|AIF1L
15201|83544|DNAL1
15202|83546|RTBDN
15203|83547|RILP
15204|83548|COG3
15205|83549|UCK1
15206|83550|GPR101
15207|83551|TAAR8
15208|83552|MFRP
15209|83590|TMUB1
15210|83591|THAP2
15211|83592|AKR1E2
15212|83593|RASSF5
15213|83594|NUDT12
15214|83595|SOX7
15215|83596|BCL2L12
15216|83597|RTP3
15217|83598|LRRC2-AS1
15218|83604|TMEM47
15219|83605|CCM2
15220|83606|GUCD1
15221|83607|AMMECR1L
15222|83608|C18orf21
15223|83636|C19orf12
15224|83637|ZMIZ2
15225|83638|C11orf68
15226|83639|TEX101
15227|83640|RAMAC
15228|83641|FAM107B
15229|83642|SELENOO
15230|83643|CCDC3
15231|83647|LINC00529
15232|83648|FAM167A
15233|83650|SLC35G5
15234|83655|LINC00208
15235|83656|FAM167A-AS1
15236|83657|DYNLRB2
15237|83658|DYNLRB1
15238|83659|TEKT1
15239|83660|TLN2
15240|83661|MS4A8
15241|83666|PARP9
15242|83667|SESN2
15243|83690|CRISPLD1
15244|83692|CD99L2
15245|83693|HSDL1
15246|83694|RPS6KL1
15247|83695|RHNO1
15248|83696|TRAPPC9
15249|83697|SLC4A9
15250|83698|CALN1
15251|83699|SH3BGRL2
15252|83700|JAM3
15253|83706|FERMT3
15254|83707|TRPT1
15255|83714|NRIP2
15256|83715|ESPN
15257|83716|CRISPLD2
15258|83719|YPEL3
15259|83723|TLCD3B
15260|83729|INHBE
15261|83732|RIOK1
15262|83733|SLC25A18
15263|83734|ATG10
15264|83737|ITCH
15265|83740|H2AB3
15266|83741|TFAP2D
15267|83742|MARVELD1
15268|83743|GRWD1
15269|83744|ZNF484
15270|83746|L3MBTL2
15271|83752|LONP2
15272|83755|KRTAP4-12
15273|83756|TAS1R3
15274|83757|CYP2G2P
15275|83758|RBP5
15276|83759|RBM4B
15277|83786|FRMD8
15278|83787|ARMC10
15279|83795|KCNK16
15280|83844|USP26
15281|83849|SYT15
15282|83850|ESYT3
15283|83851|SYT16
15284|83852|SETDB2
15285|83853|ROPN1L
15286|83854|ANGPTL6
15287|83855|KLF16
15288|83856|FSD1L
15289|83857|TMTC1
15290|83858|ATAD3B
15291|83860|TAF3
15292|83861|RSPH3
15293|83862|TMEM120A
15294|83863|TTTY5
15295|83864|TTTY9A
15296|83866|TTTY11
15297|83867|TTTY12
15298|83868|TTTY13
15299|83869|TTTY14
15300|83871|RAB34
15301|83872|HMCN1
15302|83873|GPR61
15303|83874|TBC1D10A
15304|83875|BCO2
15305|83876|MRO
15306|83877|TM2D2
15307|83878|USHBP1
15308|83879|CDCA7
15309|83880|EIF3FP2
15310|83881|MIXL1
15311|83882|TSPAN10
15312|83884|SLC25A2
15313|83886|PRSS27
15314|83887|TTLL2
15315|83888|FGFBP2
15316|83889|WDR87
15317|83890|SPATA9
15318|83891|SNX25
15319|83892|KCTD10
15320|83893|SPATA16
15321|83894|TTC29
15322|83895|KRTAP1-5
15323|83896|KRTAP3-1
15324|83897|KRTAP3-2
15325|83899|KRTAP9-2
15326|83900|KRTAP9-3
15327|83901|KRTAP9-8
15328|83902|KRTAP17-1
15329|83903|HASPIN
15330|83930|STARD3NL
15331|83931|STK40
15332|83932|SPRTN
15333|83933|HDAC10
15334|83937|RASSF4
15335|83938|LRMDA
15336|83939|EIF2A
15337|83940|TATDN1
15338|83941|TM2D1
15339|83942|TSSK1B
15340|83943|IMMP2L
15341|83953|FCAMR
15342|83955|NACA4P
15343|83956|RACGAP1P1
15344|83957|FRMD8P1
15345|83959|SLC4A11
15346|83982|IFI27L2
15347|83983|TSSK6
15348|83985|SPNS1
15349|83986|FAM234A
15350|83987|CCDC8
15351|83988|NCALD
15352|83989|FAM172A
15353|83990|BRIP1
15354|83992|CTTNBP2
15355|83998|REG4
15356|83999|KREMEN1
15357|84000|TMPRSS13
15358|84002|B3GNT5
15359|84033|OBSCN
15360|84034|EMILIN2
15361|84054|PCDHB19P
15362|84055|PCDHGB9P
15363|84056|KATNAL1
15364|84057|MND1
15365|84058|WDR54
15366|84059|ADGRV1
15367|84060|RBM48
15368|84061|MAGT1
15369|84062|DTNBP1
15370|84063|KIRREL2
15371|84064|HDHD2
15372|84065|TMEM222
15373|84066|TEX35
15374|84067|FHIP1B
15375|84068|SLC10A7
15376|84069|PLEKHN1
15377|84070|FAM186B
15378|84071|ARMC2
15379|84072|HORMAD1
15380|84073|MYCBPAP
15381|84074|QRICH2
15382|84075|FSCB
15383|84076|TKTL2
15384|84077|C3orf20
15385|84078|KBTBD7
15386|84079|ANKRD27
15387|84080|ENKD1
15388|84081|NSRP1
15389|84083|ZRANB3
15390|84084|RAB6C
15391|84085|FBXO30
15392|84086|IGLCOR22-2
15393|84087|IGLVIVOR22-2
15394|84088|IGLVIVOR22-1
15395|84089|IGLVVII-41-1
15396|84090|IGLVVI-25-1
15397|84091|IGLVVI-22-1
15398|84096|IGLCOR22-1
15399|84097|IGLVIV-66-1
15400|84099|ID2B
15401|84100|ARL6
15402|84101|USP44
15403|84102|SLC41A2
15404|84103|C4orf17
15405|84105|PCBD2
15406|84106|PRAM1
15407|84107|ZIC4
15408|84108|PCGF6
15409|84109|QRFPR
15410|84124|ZNF394
15411|84125|LRRIQ1
15412|84126|ATRIP
15413|84128|WDR75
15414|84129|ACAD11
15415|84131|CEP78
15416|84132|USP42
15417|84133|ZNRF3
15418|84134|TOMM40L
15419|84135|UTP15
15420|84138|SLC7A6OS
15421|84140|FAM161A
15422|84141|EVA1A
15423|84142|ABRAXAS1
15424|84144|SYDE2
15425|84146|ZNF644
15426|84148|KAT8
15427|84152|PPP1R1B
15428|84153|RNASEH2C
15429|84154|RPF2
15430|84159|ARID5B
15431|84162|BLTP1
15432|84163|GTF2IRD2
15433|84164|ASCC2
15434|84166|NLRC5
15435|84167|C19orf44
15436|84168|ANTXR1
15437|84171|LOXL4
15438|84172|POLR1B
15439|84173|ELMOD3
15440|84174|SLA2
15441|84176|MYH16
15442|84179|SLC49A3
15443|84181|CHD6
15444|84182|MINDY4
15445|84186|ZCCHC7
15446|84187|TMEM164
15447|84188|FAR1
15448|84189|SLITRK6
15449|84190|METTL25
15450|84191|CIAO2A
15451|84193|SETD3
15452|84196|USP48
15453|84197|POMK
15454|84203|TXNDC2
15455|84206|MEX3B
15456|84210|ANKRD20A1
15457|84215|ZNF541
15458|84216|TMEM117
15459|84217|ZMYND12
15460|84218|TBC1D3F
15461|84219|WDR24
15462|84220|RGPD5
15463|84221|SPATC1L
15464|84222|TMEM191A
15465|84223|IQCG
15466|84224|NBPF3
15467|84225|ZMYND15
15468|84226|C2orf16
15469|84229|DRC7
15470|84230|LRRC8C
15471|84231|TRAF7
15472|84232|MAF1
15473|84233|TMEM126A
15474|84236|RHBDD1
15475|84239|ATP13A4
15476|84240|ZCCHC9
15477|84243|ZDHHC18
15478|84245|MRI1
15479|84246|MED10
